Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
AMD Opteron 248 HE,CPU,03/01/2005,90,55,188.4404446,106,2200,Unknown,AMD,,,
AMD Opteron X2 290,CPU,01/01/2006,90,95,188.4404446,233,2800,Unknown,AMD,,,
Intel Pentium 4 HT 3.20,CPU,6/23/2003,130,82,131,55,3200,Intel,Intel,,,
AMD Athlon II X4 610e,CPU,05/11/2010,45,45,169,300,2400,Unknown,AMD,,,
Intel Core i3-3110M,CPU,06/01/2012,22,35,118,1929.922279,2400,Intel,Intel,,,
Intel Core i7-5550U,CPU,03/01/2015,14,15,188.4404446,1929.922279,2000,Intel,Intel,,,
AMD Sempron 2800+,CPU,5/23/2006,90,62,103,81,1600,Unknown,AMD,,,
AMD FX-9590,CPU,07/06/2013,32,220,315,1200,4700,Unknown,AMD,,,
Intel Pentium 4 2.0,CPU,01/07/2002,130,92,146,125,2000,Intel,Intel,,,
AMD EPYC 7443P,CPU,3/15/2021,7,200,188.4404446,1929.922279,2850,TSMC,AMD,,,
Intel Celeron G1620T,CPU,09/01/2013,22,35,94,1929.922279,2400,Intel,Intel,,,
AMD Phenom II X6 1055T (95W),CPU,05/01/2010,45,95,346,904,2800,Unknown,AMD,,,
AMD A4-4000,CPU,06/01/2013,32,65,246,1178,3000,Unknown,AMD,,,
AMD Phenom X4 9650,CPU,3/27/2008,65,95,285,450,2300,Unknown,AMD,,,
AMD Athlon XP 2600+,CPU,09/01/2003,130,68,188.4404446,63,2083,Unknown,AMD,,,
Intel Core i5-4350U,CPU,06/04/2013,22,15,118,1400,1400,Intel,Intel,,,
AMD Ryzen Threadripper 1900X,CPU,8/31/2017,14,125,213,9600,3800,GF,AMD,,,
Intel Celeron B820,CPU,07/01/2012,32,35,131,504,1700,Intel,Intel,,,
Intel Xeon W3670,CPU,8/29/2010,32,130,239,1170,3200,Intel,Intel,,,
Intel Core i7-7740X,CPU,6/26/2017,14,112,188.4404446,1929.922279,4300,Intel,Intel,,,
Intel Core i7-4610M,CPU,02/01/2014,22,37,118,1300,3000,Intel,Intel,,,
AMD Opteron 6282 SE,CPU,11/14/2011,32,140,316,2400,2600,Unknown,AMD,,,
Intel Celeron N2805,CPU,09/11/2013,22,4,188.4404446,1929.922279,1463,Intel,Intel,,,
Intel Pentium 4 HT 631,CPU,01/05/2006,65,86,81,188,3000,Intel,Intel,,,
Intel Xeon L5609,CPU,3/16/2010,32,40,239,1170,1866,Intel,Intel,,,
AMD Phenom II X3 715 BE,CPU,10/01/2010,45,95,258,758,2800,Unknown,AMD,,,
Intel Core i5-8420T,CPU,09/01/2018,14,35,188.4404446,1929.922279,1800,Intel,Intel,,,
AMD Opteron 152,CPU,08/02/2005,90,104,188.4404446,106,2600,Unknown,AMD,,,
AMD Sempron 3400+,CPU,1/23/2006,90,62,188.4404446,69,2000,Unknown,AMD,,,
Intel Xeon E5603,CPU,2/14/2011,32,80,239,1170,1600,Intel,Intel,,,
Intel Pentium G2100T,CPU,09/03/2012,22,35,94,1929.922279,2600,Intel,Intel,,,
AMD Sempron 2600+,CPU,7/28/2004,90,62,188.4404446,63,1600,Unknown,AMD,,,
Intel Pentium 4 HT 660,CPU,2/20/2005,90,84,109,169,3600,Intel,Intel,,,
AMD Athlon Gold PRO 3150GE,CPU,7/21/2020,12,35,188.4404446,1929.922279,3500,GF,AMD,,,
Intel Core i7-10750H,CPU,04/02/2020,14,45,188.4404446,1929.922279,2600,Intel,Intel,,,
Intel Celeron 887,CPU,09/01/2012,32,17,131,504,1500,Intel,Intel,,,
AMD A8-3550MX,CPU,12/20/2011,32,45,228,1178,2000,Unknown,AMD,,,
Intel Xeon E-2124,CPU,5/31/2018,14,72,126,1400,3400,Intel,Intel,,,
AMD Phenom II X4 830,CPU,09/01/2009,45,95,258,758,2800,Unknown,AMD,,,
AMD Athlon II X2 250,CPU,06/02/2009,45,65,117,410,3000,Unknown,AMD,,,
AMD FX-6200,CPU,2/27/2012,32,125,315,1200,3800,Unknown,AMD,,,
AMD Opteron 848,CPU,5/18/2004,130,89,193,106,2200,Unknown,AMD,,,
AMD Phenom X4 9350e,CPU,07/01/2008,65,65,285,450,2000,Unknown,AMD,,,
Intel Pentium B980,CPU,09/01/2012,32,35,131,504,2400,Intel,Intel,,,
AMD Athlon II X4 635,CPU,1/25/2010,45,95,169,300,2900,Unknown,AMD,,,
Intel Celeron B810,CPU,03/01/2011,32,35,131,504,1600,Intel,Intel,,,
Intel A100,CPU,06/01/2007,90,3,66,176,600,Intel,Intel,,,
AMD Opteron X1150,CPU,5/29/2013,28,17,188.4404446,1929.922279,2000,Unknown,AMD,,,
Intel Core i9-9820X,CPU,10/19/2018,14,165,188.4404446,1929.922279,3300,Intel,Intel,,,
AMD A12-9800E,CPU,7/27/2017,28,35,246,1178,3100,Unknown,AMD,,,
Intel Xeon Phi SE10P,CPU,11/12/2012,22,300,350,5000,1100,Intel,Intel,,,
Intel Core 2 Duo E6750,CPU,07/01/2007,65,65,143,291,2667,Intel,Intel,,,
Intel Core i7-990X,CPU,2/24/2011,32,130,239,1170,3466,Intel,Intel,,,
Intel Core i5-9400,CPU,10/19/2018,14,65,188.4404446,1929.922279,2900,Intel,Intel,,,
Intel Core 2 Duo E4300,CPU,7/27/2006,65,65,111,167,1800,Intel,Intel,,,
AMD A4-1250,CPU,5/23/2013,32,8,246,1178,1000,Unknown,AMD,,,
Intel Pentium 4 HT 2.80,CPU,5/21/2003,130,70,131,55,2800,Intel,Intel,,,
AMD Ryzen 7 1700X,CPU,03/02/2017,14,95,192,4800,3400,GF,AMD,,,
AMD A6-3650,CPU,6/30/2011,32,100,228,1178,2600,Unknown,AMD,,,
AMD Ryzen Embedded V1605B,CPU,2/21/2018,14,15,210,4950,2000,GF,AMD,,,
Intel Pentium 4 HT 620,CPU,2/20/2005,90,84,135,169,2800,Intel,Intel,,,
Intel Core 2 Duo T5600,CPU,7/27/2006,65,35,143,1929.922279,1833,Intel,Intel,,,
AMD Athlon 64 LE-1640,CPU,01/07/2009,90,45,3,154,2600,Unknown,AMD,,,
AMD Sempron 2800+,CPU,7/28/2004,90,25,188.4404446,63,1600,Unknown,AMD,,,
AMD A10-5800B,CPU,10/02/2012,32,100,246,1178,3800,Unknown,AMD,,,
Intel Core Solo T1200,CPU,01/05/2006,65,27,90,151,1500,Intel,Intel,,,
Intel Xeon Phi 7285,CPU,12/01/2017,14,250,188.4404446,8000,1300,Intel,Intel,,,
AMD Athlon 64 3800+,CPU,06/01/2004,130,89,144,69,2400,Unknown,AMD,,,
Intel Xeon Phi 31S1P,CPU,6/17/2013,22,270,350,5000,1100,Intel,Intel,,,
AMD Opteron 144,CPU,08/02/2005,90,67,188.4404446,106,1800,Unknown,AMD,,,
Intel Xeon MP 7040 Dual-Core,CPU,12/01/2005,90,135,213,200,3000,Intel,Intel,,,
Intel Pentium 4 2.80,CPU,8/25/2002,130,110,146,55,2793,Intel,Intel,,,
AMD Phenom II X2 B57,CPU,05/11/2010,45,80,258,758,3200,Unknown,AMD,,,
Intel Celeron G1840T,CPU,05/01/2014,22,54,177,1400,2500,Intel,Intel,,,
Intel Core i3-3120M,CPU,9/30/2012,22,35,118,1929.922279,2500,Intel,Intel,,,
AMD EPYC 7402,CPU,08/07/2019,7,180,74,3800,2800,TSMC,AMD,,,
Intel Core i7-11700T,CPU,3/16/2021,14,35,188.4404446,1929.922279,1400,Intel,Intel,,,
Intel Pentium 4 1.9,CPU,8/27/2001,180,69,217,42,1900,Intel,Intel,,,
AMD Opteron 6284 SE,CPU,05/01/2012,32,140,316,2400,2700,Unknown,AMD,,,
AMD Turion X2 RM-74,CPU,12/01/2008,65,35,188.4404446,1929.922279,2200,Unknown,AMD,,,
AMD Opteron 4340,CPU,12/04/2012,32,95,315,1200,3500,Unknown,AMD,,,
AMD Athlon 64 3700+,CPU,4/14/2005,130,83,188.4404446,105,2400,Unknown,AMD,,,
AMD Athlon II X4 638,CPU,02/06/2012,32,65,228,1178,2700,Unknown,AMD,,,
AMD Sempron 3800+,CPU,10/23/2006,90,62,103,81,2200,Unknown,AMD,,,
Intel Pentium 2117U,CPU,09/01/2012,22,17,118,1400,1800,Intel,Intel,,,
AMD Athlon 800,CPU,06/05/2000,180,45,120,37,800,Unknown,AMD,,,
Intel Core 2 Quad Q7600,CPU,8/31/2009,45,95,82,456,2700,Intel,Intel,,,
Intel Xeon E7-8870,CPU,04/03/2011,32,130,513,2600,2400,Intel,Intel,,,
AMD FX-8350,CPU,10/23/2012,32,125,315,1200,4000,Unknown,AMD,,,
AMD Athlon 64 X2 4400+ EE,CPU,5/23/2006,90,65,220,154,2200,Unknown,AMD,,,
Intel Core 2 Duo T5200,CPU,7/27/2006,65,35,143,1929.922279,1600,Intel,Intel,,,
AMD Opteron 4386,CPU,12/04/2012,32,95,315,1200,3100,Unknown,AMD,,,
Intel Xeon W5580,CPU,3/30/2009,45,130,263,731,3200,Intel,Intel,,,
AMD Athlon X2 BE-2400,CPU,10/08/2007,65,45,126,154,2300,Unknown,AMD,,,
AMD Phenom II X4 920,CPU,01/08/2009,45,125,258,758,2800,Unknown,AMD,,,
Intel Core i3-7350K,CPU,01/03/2017,14,60,188.4404446,1929.922279,4200,Intel,Intel,,,
AMD Sempron 2500+,CPU,07/07/2005,90,62,84,63,1400,Unknown,AMD,,,
Intel Xeon Phi 7235,CPU,12/01/2017,14,250,188.4404446,8000,1300,Intel,Intel,,,
AMD Sempron 3500+,CPU,10/01/2005,90,62,84,63,2000,Unknown,AMD,,,
AMD Opteron 250,CPU,5/18/2004,130,89,193,106,2400,Unknown,AMD,,,
Intel Xeon MP 7030 Dual-Core,CPU,12/01/2005,90,135,213,200,2833,Intel,Intel,,,
Intel Core i5-9600K,CPU,10/19/2018,14,95,188.4404446,1929.922279,3700,Intel,Intel,,,
AMD FX-8170,CPU,10/23/2012,32,125,315,1200,3900,Unknown,AMD,,,
AMD Opteron 850,CPU,12/01/2004,90,85,188.4404446,106,2400,Unknown,AMD,,,
Intel Core i5-10300H,CPU,9/17/2020,14,45,188.4404446,1929.922279,2500,Intel,Intel,,,
Intel Core i7-5557U,CPU,03/01/2015,14,28,188.4404446,1929.922279,3100,Intel,Intel,,,
Intel Core i7-2860QM,CPU,09/04/2011,32,45,216,1160,2500,Intel,Intel,,,
Intel Core i7-9750HF,CPU,4/23/2019,14,45,149,1929.922279,2600,Intel,Intel,,,
Intel Pentium 350,CPU,11/21/2011,32,15,131,504,1200,Intel,Intel,,,
AMD Ryzen 5 2600X,CPU,4/19/2018,12,95,192,4800,3600,GF,AMD,,,
Intel Core M-5Y70,CPU,09/05/2014,14,5,50,1929.922279,1100,Intel,Intel,,,
Intel Pentium 4 HT 2.40,CPU,5/21/2003,130,66,131,55,2400,Intel,Intel,,,
AMD Ryzen 7 4700U,CPU,01/06/2020,7,25,156,9800,1800,TSMC,AMD,,,
Intel Atom E620T,CPU,9/14/2010,45,3,26,47,600,Intel,Intel,,,
AMD Opteron 43GK HE,CPU,12/04/2012,32,65,315,1200,2600,Unknown,AMD,,,
AMD Athlon X2 7450,CPU,12/15/2008,65,95,285,450,2400,Unknown,AMD,,,
Intel Atom E3825,CPU,10/08/2013,22,6,188.4404446,1929.922279,1333,Intel,Intel,,,
Intel Celeron N2808,CPU,5/22/2014,22,4,188.4404446,1929.922279,1580,Intel,Intel,,,
AMD Ryzen 5 1500X,CPU,04/11/2017,14,65,192,4800,3500,GF,AMD,,,
AMD Athlon 64 X2 4400+,CPU,5/23/2006,90,110,199,233,2200,Unknown,AMD,,,
AMD A4-4300M,CPU,5/15/2012,32,35,246,1303,2500,Unknown,AMD,,,
Intel Core i5-670,CPU,01/07/2010,32,73,81,382,3466,Intel,Intel,,,
Intel Xeon Platinum 8358,CPU,04/06/2021,10,250,188.4404446,1929.922279,2600,Intel,Intel,,,
Intel Core 2 Duo U7600,CPU,4/27/2007,65,10,111,293,1200,Intel,Intel,,,
Intel Core i7-4760HQ,CPU,02/01/2014,22,47,264,1400,2100,Intel,Intel,,,
Intel Pentium D 940,CPU,1/16/2006,65,130,140,376,3200,Intel,Intel,,,
AMD Turion 64 MT-37,CPU,08/08/2005,90,25,125,114,2000,Unknown,AMD,,,
Intel Core i5-4300M,CPU,09/01/2013,22,37,118,1400,2600,Intel,Intel,,,
Intel Core i7-3635QM,CPU,09/01/2012,22,45,160,1480,2400,Intel,Intel,,,
AMD Opteron 6376,CPU,11/05/2012,32,115,315,2400,2300,Unknown,AMD,,,
AMD EPYC 72F3,CPU,3/15/2021,7,180,188.4404446,1929.922279,3700,TSMC,AMD,,,
AMD Opteron 244,CPU,08/05/2003,130,82,193,106,1800,Unknown,AMD,,,
Intel Core i5-3330S,CPU,09/03/2012,22,77,133,1929.922279,2700,Intel,Intel,,,
Intel Xeon Platinum 8352S,CPU,04/06/2021,10,205,188.4404446,1929.922279,2200,Intel,Intel,,,
Intel Pentium 4 2.40,CPU,03/01/2004,90,110,109,125,2400,Intel,Intel,,,
Intel Xeon MP 3.00,CPU,3/29/2005,90,135,188.4404446,286,3000,Intel,Intel,,,
Intel Xeon E5-2695 v2,CPU,09/01/2013,22,115,160,1400,2400,Intel,Intel,,,
Intel Pentium M 725,CPU,6/23/2004,90,21,84,140,1600,Intel,Intel,,,
AMD Sempron 2800+,CPU,7/15/2005,90,25,188.4404446,69,1600,Unknown,AMD,,,
Intel Xeon 5110,CPU,6/26/2006,65,65,188.4404446,1929.922279,1600,Intel,Intel,,,
AMD A4-3320M,CPU,12/20/2011,32,35,228,1178,2000,Unknown,AMD,,,
Intel Mobile Pentium 4 2.80,CPU,06/11/2003,130,68,131,55,2800,Intel,Intel,,,
Intel Core i7-4960X,CPU,09/03/2013,22,130,257,1860,3600,Intel,Intel,,,
Intel Core i3-9350K,CPU,4/23/2019,14,91,188.4404446,1929.922279,4000,Intel,Intel,,,
AMD Athlon II X2 250e,CPU,9/21/2010,45,45,117,410,3000,Unknown,AMD,,,
AMD Athlon 64 X2 6000+,CPU,8/20/2007,65,89,126,154,3100,Unknown,AMD,,,
AMD Athlon 64 LE-1620,CPU,10/08/2007,90,45,230,227,2400,Unknown,AMD,,,
Intel Celeron 2.40,CPU,3/31/2003,130,73,146,55,2400,Intel,Intel,,,
AMD EPYC 7232P,CPU,08/07/2019,7,120,74,3800,3100,TSMC,AMD,,,
Intel Atom CE4150,CPU,9/24/2009,45,7,26,47,1200,Intel,Intel,,,
AMD Athlon II X2 220,CPU,9/21/2010,45,65,117,410,2800,Unknown,AMD,,,
AMD Opteron 4334,CPU,12/04/2012,32,95,315,1200,3100,Unknown,AMD,,,
Intel Core i9-9940X,CPU,10/19/2018,14,165,188.4404446,1929.922279,3300,Intel,Intel,,,
Intel Core 2 Quad Q9400,CPU,08/10/2008,45,95,81,456,2666,Intel,Intel,,,
Intel Xeon E7-8891 v3,CPU,06/01/2015,22,165,160,1400,2800,Intel,Intel,,,
Intel Pentium 967,CPU,10/02/2011,32,17,131,504,1300,Intel,Intel,,,
Intel Core i9-9990XE,CPU,10/19/2018,14,255,188.4404446,1929.922279,4000,Intel,Intel,,,
Intel Core i7-1160G7,CPU,09/02/2020,10,15,188.4404446,1929.922279,1200,Intel,Intel,,,
AMD Athlon 900,CPU,06/05/2000,180,50,120,37,900,Unknown,AMD,,,
Intel Celeron G460,CPU,12/12/2011,32,35,131,504,1800,Intel,Intel,,,
Intel Core i7-6700T,CPU,09/01/2015,14,35,188.4404446,1929.922279,2800,Intel,Intel,,,
AMD FX-6350,CPU,4/29/2013,32,125,315,1200,3900,Unknown,AMD,,,
Intel Celeron G3900,CPU,09/01/2015,14,51,150,1400,2800,Intel,Intel,,,
Intel Pentium G850,CPU,5/22/2011,32,65,131,504,2900,Intel,Intel,,,
AMD EPYC 7742,CPU,08/07/2019,7,225,74,3800,2250,TSMC,AMD,,,
Intel Core i7-4810MQ,CPU,1/20/2014,22,47,177,1400,2800,Intel,Intel,,,
Intel Core i9-9920X,CPU,10/19/2018,14,165,188.4404446,1929.922279,3500,Intel,Intel,,,
Intel Core 2 Duo E8600,CPU,08/08/2008,45,65,107,410,3333,Intel,Intel,,,
AMD Sempron LE-1150,CPU,08/01/2007,65,45,188.4404446,1929.922279,2000,Unknown,AMD,,,
AMD Phenom II X6 1090T BE,CPU,4/27/2010,45,125,346,904,3200,Unknown,AMD,,,
Intel Xeon 7130M,CPU,8/27/2006,65,150,435,1328,3200,Intel,Intel,,,
Intel Core i3-4160T,CPU,7/21/2014,22,35,177,1400,3100,Intel,Intel,,,
AMD Sempron 130,CPU,08/01/2011,45,45,117,234,2600,Unknown,AMD,,,
Intel Atom N470,CPU,03/01/2010,45,7,66,123,1834,Intel,Intel,,,
AMD Sempron 3100+,CPU,05/03/2005,90,62,188.4404446,63,1800,Unknown,AMD,,,
Intel Core Duo LV L2500,CPU,09/03/2006,65,15,90,151,1833,Intel,Intel,,,
AMD Sempron 2300+,CPU,7/28/2004,130,62,80,37,1583,Unknown,AMD,,,
AMD A10-5700,CPU,10/02/2012,32,65,246,1178,3400,Unknown,AMD,,,
AMD A4-1350,CPU,10/18/2013,32,8,246,1178,1000,Unknown,AMD,,,
Intel Pentium III 1000,CPU,06/01/2001,180,29,80,44,1000,Intel,Intel,,,
Intel Core i3-10100,CPU,4/30/2020,14,65,188.4404446,1929.922279,3600,Intel,Intel,,,
Intel Atom Z530,CPU,04/02/2008,45,2,26,47,1600,Intel,Intel,,,
Intel Xeon W3580,CPU,08/09/2009,45,130,263,731,3333,Intel,Intel,,,
Intel Core i5-9600KF,CPU,01/08/2019,14,95,188.4404446,1929.922279,3700,Intel,Intel,,,
AMD Athlon 64 3800+,CPU,5/23/2006,90,62,183,154,2400,Unknown,AMD,,,
AMD Opteron 250,CPU,12/01/2004,90,85,188.4404446,106,2400,Unknown,AMD,,,
AMD Athlon 64 X2 4600+ EE,CPU,5/23/2006,90,65,220,154,2400,Unknown,AMD,,,
Intel Core i5-2435M,CPU,09/01/2011,32,35,149,624,2400,Intel,Intel,,,
AMD Athlon XP 2200+,CPU,09/01/2003,130,63,188.4404446,63,1800,Unknown,AMD,,,
AMD Athlon 1200,CPU,10/17/2000,180,66,120,37,1200,Unknown,AMD,,,
Intel Pentium III  800,CPU,06/01/2001,180,38,80,44,800,Intel,Intel,,,
AMD Athlon XP-M 2200+,CPU,01/01/2001,130,45,101,63,1667,Unknown,AMD,,,
Intel Pentium 4-M 1.40,CPU,4/23/2002,130,21,131,55,1400,Intel,Intel,,,
Intel Core i3-2377M,CPU,09/01/2012,32,17,149,624,1500,Intel,Intel,,,
Intel Atom D510,CPU,12/21/2009,45,13,66,176,1667,Intel,Intel,,,
Intel Core i7-5775C,CPU,5/15/2015,14,65,188.4404446,1929.922279,3300,Intel,Intel,,,
Intel Core Duo T2250,CPU,05/01/2006,65,31,90,151,1733,Intel,Intel,,,
Intel Atom N455,CPU,06/01/2010,45,7,66,123,1667,Intel,Intel,,,
Intel Core i7-10510Y,CPU,8/21/2019,14,9,188.4404446,1929.922279,1200,Intel,Intel,,,
Intel Pentium D 840,CPU,5/26/2005,90,130,206,169,3200,Intel,Intel,,,
Intel Xeon E5-2609 v2,CPU,09/01/2013,22,80,160,1400,2500,Intel,Intel,,,
Intel Core 2 Duo E4600,CPU,10/21/2007,65,65,111,167,2400,Intel,Intel,,,
Intel Xeon E7-8893 v3,CPU,06/01/2015,22,140,160,1400,3200,Intel,Intel,,,
Intel Core i7-620M,CPU,01/07/2010,32,35,81,384,2677,Intel,Intel,,,
AMD Phenom II X3 B75,CPU,10/01/2009,45,95,258,758,3000,Unknown,AMD,,,
AMD Athlon 64 3000+,CPU,4/27/2004,130,89,144,69,1800,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,01/01/2001,130,89,193,105,2200,Unknown,AMD,,,
Intel Xeon 3.06,CPU,7/14/2003,130,97,237,286,3066,Intel,Intel,,,
Intel Pentium 4 HT 520,CPU,6/21/2004,90,84,109,125,2800,Intel,Intel,,,
AMD Athlon 64 FX-51,CPU,9/23/2003,130,89,193,105,2200,Unknown,AMD,,,
Intel Xeon E3-1280 v5,CPU,10/19/2015,14,80,160,1400,3700,Intel,Intel,,,
AMD Athlon II X3 455,CPU,12/07/2010,45,95,169,300,3300,Unknown,AMD,,,
Intel Pentium 4 2.0,CPU,01/01/2001,130,110,146,55,2000,Intel,Intel,,,
AMD Ryzen 7 2700,CPU,4/19/2018,12,65,192,4800,3200,GF,AMD,,,
Intel Core i7-9700KF,CPU,01/08/2019,14,95,188.4404446,1929.922279,3600,Intel,Intel,,,
Intel Celeron 2.30,CPU,3/31/2003,130,73,146,55,2300,Intel,Intel,,,
AMD Athlon 750,CPU,06/05/2000,180,43,120,37,750,Unknown,AMD,,,
AMD Sempron 150,CPU,12/07/2010,45,45,117,234,2900,Unknown,AMD,,,
AMD Athlon 1200,CPU,10/31/2000,180,66,120,37,1200,Unknown,AMD,,,
Intel Core 2 Duo T7600G,CPU,12/27/2006,65,35,143,293,2333,Intel,Intel,,,
Intel Core i5-8420,CPU,09/01/2018,14,65,188.4404446,1929.922279,2900,Intel,Intel,,,
Intel Core i7-3970X,CPU,11/01/2012,32,150,435,2270,3500,Intel,Intel,,,
AMD Mobile Athlon 64 3400+,CPU,08/01/2005,130,62,193,106,2200,Unknown,AMD,,,
AMD Opteron 6168,CPU,3/29/2010,45,115,346,1800,1900,Unknown,AMD,,,
AMD Athlon X2 QL-65,CPU,12/01/2008,65,35,188.4404446,1929.922279,2100,Unknown,AMD,,,
AMD Athlon XP 2800+ DTR,CPU,01/01/2001,130,68,101,63,2083,Unknown,AMD,,,
Intel Atom E660,CPU,9/14/2010,45,3,26,47,1300,Intel,Intel,,,
Intel Core i5-3475S,CPU,06/01/2012,22,65,160,1400,2900,Intel,Intel,,,
AMD C-50,CPU,01/04/2011,40,9,75,1929.922279,1000,Unknown,AMD,,,
AMD Athlon 64 FX-74,CPU,11/30/2006,90,125,235,227,3000,Unknown,AMD,,,
Intel Atom N280,CPU,06/03/2008,45,3,26,47,1667,Intel,Intel,,,
AMD Turion 64 ML-40,CPU,6/22/2005,90,35,125,114,2200,Unknown,AMD,,,
Intel Celeron 2.80,CPU,11/03/2003,130,73,146,55,2800,Intel,Intel,,,
Intel Pentium G630T,CPU,09/04/2011,32,35,131,504,2300,Intel,Intel,,,
AMD Phenom II X3 B73,CPU,10/01/2009,45,95,258,758,2800,Unknown,AMD,,,
AMD Ryzen 3 1300X,CPU,7/27/2017,14,65,192,4800,3400,GF,AMD,,,
Intel Pentium M 715,CPU,6/23/2004,90,21,84,140,1500,Intel,Intel,,,
Intel Xeon 5150,CPU,6/26/2006,65,65,188.4404446,1929.922279,2666,Intel,Intel,,,
Intel Pentium D 840 EE,CPU,05/01/2005,90,130,206,169,3200,Intel,Intel,,,
AMD Athlon X2 4050e,CPU,4/21/2008,65,45,126,154,2100,Unknown,AMD,,,
Intel Core i7-4790S,CPU,05/01/2014,22,65,177,1400,3100,Intel,Intel,,,
AMD Ryzen 5 PRO 3500U,CPU,04/08/2019,12,15,210,4940,2100,GF,AMD,,,
Intel Xeon E3-1280,CPU,04/03/2011,32,95,216,1160,3500,Intel,Intel,,,
Intel Core 2 Duo U7600,CPU,4/27/2007,65,10,111,293,1200,Intel,Intel,,,
AMD Athlon XP 2400+,CPU,8/21/2002,130,68,80,63,2000,Unknown,AMD,,,
AMD E1-2100,CPU,5/23/2013,32,9,246,1178,1000,Unknown,AMD,,,
AMD EPYC 7401P,CPU,6/29/2017,14,170,213,4800,2000,GF,AMD,,,
Intel Core i5-1135G7,CPU,09/02/2020,10,28,188.4404446,1929.922279,2400,Intel,Intel,,,
AMD Turion X2 Ultra ZM-87,CPU,06/01/2008,65,35,188.4404446,1929.922279,2400,Unknown,AMD,,,
Intel Xeon 7140M,CPU,8/27/2006,65,150,435,1328,3400,Intel,Intel,,,
Intel Xeon E5-2650 v2,CPU,09/01/2013,22,95,160,1400,2600,Intel,Intel,,,
Intel Atom Z620,CPU,05/04/2010,45,1,65,140,900,Intel,Intel,,,
Intel Xeon 2.0,CPU,2/25/2002,130,89,217,55,2000,Intel,Intel,,,
AMD Phenom II X3 705e,CPU,06/02/2009,45,65,258,758,2500,Unknown,AMD,,,
Intel Pentium 4 511,CPU,01/01/2005,90,84,109,125,2800,Intel,Intel,,,
AMD Athlon XP 3000+,CPU,01/01/2001,130,68,101,63,2100,Unknown,AMD,,,
AMD Phenom II X3 700e,CPU,06/02/2009,45,65,258,758,2400,Unknown,AMD,,,
AMD Opteron 842,CPU,09/09/2003,130,82,193,106,1600,Unknown,AMD,,,
AMD Sempron 3000+,CPU,01/01/2001,130,25,144,69,1800,Unknown,AMD,,,
Intel Pentium 4 1.8A,CPU,07/02/2001,180,67,217,42,1800,Intel,Intel,,,
Intel Core i5-8500T,CPU,04/02/2018,14,35,188.4404446,1929.922279,2100,Intel,Intel,,,
AMD Opteron X2 270 HE,CPU,12/01/2005,90,55,188.4404446,233,2000,Unknown,AMD,,,
Intel Xeon 7110M,CPU,8/27/2006,65,95,435,1328,2600,Intel,Intel,,,
AMD FX-8140,CPU,10/23/2012,32,95,315,1200,3200,Unknown,AMD,,,
Intel Atom D2550,CPU,11/01/2011,32,10,66,176,1867,Intel,Intel,,,
Intel Celeron G3920,CPU,09/01/2015,14,51,150,1400,2900,Intel,Intel,,,
AMD Ryzen 5 3400G,CPU,07/07/2019,12,65,210,4940,3700,GF,AMD,,,
Intel Core i3-8145U,CPU,10/01/2018,10,28,123,1929.922279,2100,Intel,Intel,,,
AMD Athlon 64 X2 6000+,CPU,2/20/2007,90,125,220,227,3000,Unknown,AMD,,,
AMD Ryzen 3 PRO 4350GE,CPU,7/21/2020,7,35,188.4404446,1929.922279,3500,TSMC,AMD,,,
Intel Core 2 Duo E6600,CPU,7/27/2006,65,65,143,291,2400,Intel,Intel,,,
AMD EPYC 7272,CPU,08/07/2019,7,120,74,3800,2600,TSMC,AMD,,,
Intel Core i3-8350K,CPU,10/05/2017,14,91,188.4404446,1929.922279,4000,Intel,Intel,,,
AMD Athlon 64 LE-1660,CPU,05/01/2008,65,45,77,122,2800,Unknown,AMD,,,
Intel Pentium SU4100,CPU,09/01/2009,45,10,107,410,1300,Intel,Intel,,,
AMD Athlon 64 2800+,CPU,4/27/2004,130,89,144,69,1800,Unknown,AMD,,,
AMD Turion X2 Ultra ZM-88,CPU,12/01/2008,65,35,188.4404446,1929.922279,2500,Unknown,AMD,,,
Intel Pentium M 765,CPU,10/20/2004,90,21,84,140,2100,Intel,Intel,,,
Intel Core i3-350M,CPU,01/07/2010,32,35,81,382,2267,Intel,Intel,,,
Intel Xeon Platinum 8352V,CPU,04/06/2021,10,195,188.4404446,1929.922279,2500,Intel,Intel,,,
AMD Ryzen 5 5600G,CPU,4/13/2021,7,65,188.4404446,1929.922279,3900,TSMC,AMD,,,
AMD Phenom X3 8400,CPU,3/27/2008,65,95,285,450,2100,Unknown,AMD,,,
Intel Core i5-7500T,CPU,01/03/2017,14,35,188.4404446,1929.922279,2700,Intel,Intel,,,
Intel Core i7-8550U,CPU,8/21/2017,14,15,123,1929.922279,1800,Intel,Intel,,,
AMD Ryzen Threadripper 1920X,CPU,08/10/2017,14,180,213,9600,3500,GF,AMD,,,
Intel Core i5-1035G1,CPU,08/01/2019,10,25,188.4404446,1929.922279,1000,Intel,Intel,,,
Intel Celeron N2930,CPU,2/23/2014,22,7,188.4404446,1929.922279,1830,Intel,Intel,,,
Intel Pentium 4 2.4,CPU,05/06/2002,130,92,146,55,2400,Intel,Intel,,,
AMD EPYC 7551P,CPU,6/29/2017,14,180,213,4800,2000,GF,AMD,,,
